4.567823127349163406e+05,0.000000000000000000e+00,2.958001952514397945e-02,-9.008730089066498137e-02,3.708721824285533125e-02,-2.269800158022661985e-05,9.282235081380621861e-12,1.878061102895531119e-10,-3.965997477030931685e-13,-1.722820070429421772e-13,1.747185773416640936e-12,4.199810469868679031e-16
5.903175726394595113e+05,0.000000000000000000e+00,4.670233546924766957e-03,-4.417125316572925731e-02,3.213516781943022427e-02,-2.075813916599847314e-06,9.528796879807616697e-12,-1.759195493024222627e-10,-8.099800819384796494e-14,-5.019096604045360659e-13,1.978760306621951291e-12,3.866471157608365804e-16
6.964783552665377501e+05,0.000000000000000000e+00,8.491096495475987773e-04,1.860599193155434636e-02,2.705845221302651329e-02,-1.433975590225942568e-06,3.115799741653040910e-06,5.954783668166401555e-11,2.494502861804604206e-15,-7.364776380663234407e-15,1.720173746203692014e-12,-1.447353393421468888e-16
7.212844267886902671e+05,0.000000000000000000e+00,2.296005151990290760e-02,4.491283681373695741e-02,3.405558711246475107e-02,-1.436134656820766663e-05,5.855409001129892988e-12,-1.789166381530092578e-10,6.988481734768049647e-14,9.948742648083574780e-14,1.542968029034949777e-12,-1.385296621733739826e-16
8.294284304867007304e+05,0.000000000000000000e+00,3.315156630001763523e-04,9.719359210032586273e-04,3.687790538075772645e-02,-1.207720360332827673e-05,-6.523385930963845600e-12,8.327825792911766372e-11,-7.705685064856930222e-14,-7.065896140956489708e-14,1.070698900274126204e-12,-2.949488843423404625e-16
8.533131039400156587e+05,-0.000000000000000000e+00,7.409500440272978247e-05,-2.393157168700272858e-03,3.410819574582071856e-02,9.661539385477717042e-07,1.992174620053167419e-06,8.498692038655604167e-10,-1.307109209894105432e-12,-5.448561406066769764e-13,9.135713720431854460e-13,-5.706624915409213093e-17
8.964354303098293021e+05,0.000000000000000000e+00,-1.021019303791625803e-02,-7.498011159144349781e-04,3.193283477278199833e-02,-8.824442739285182316e-06,-6.758506327853195486e-12,-1.094360612148848825e-10,-2.850102464626009928e-13,1.425679903251372207e-14,1.563108624569362831e-12,2.773992904651318261e-16
9.152439562062436016e+05,-0.000000000000000000e+00,3.246849111611539457e-03,3.040963670291003951e-02,3.201227409463472395e-02,2.251495643458228342e-07,9.102834631329688780e-13,-1.515302196114190764e-10,5.605015013012113889e-14,-1.129818740954003623e-13,1.546451367259545059e-12,-5.333760332367099033e-17
9.015377871568894479e+05,-0.000000000000000000e+00,-9.831973812994264719e-03,-1.795024416406026599e-02,3.543408722976632008e-02,-3.061690806186745090e-06,6.690687106102726015e-07,-6.910024936413310713e-10,7.293677992365210727e-13,-2.565754038084384365e-14,1.005796743569319757e-12,2.555748096016607428e-16
9.285374179720454849e+05,0.000000000000000000e+00,-1.172897500889890981e-03,-3.422462976962722253e-02,3.134467719476374120e-02,7.633260087494666811e-07,6.224657096791923576e-12,3.804561479296127039e-12,-4.343596478994468961e-14,-7.879682090529132927e-14,1.594635396546050937e-12,2.379182024429205030e-17
